star_rating,title,content_rating,genre,duration,actors_list
8.1,Castle in the Sky,PG,Animation,124,"'Anna Paqin', 'James Van Der Beek', 'Cloris Leachman'"
8.1,The Celebration,R,Drama,105,"'Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen'"
8.1,"Spring, Summer, Fall, Winter... and Spring",R,Drama,103,"'Ki-dk Kim', 'Yeong-s Oh', 'Jong-ho Kim'"
8.1,Shutter Island,R,Mystery,138,"'Leonardo DiCaprio', 'Emily Mortimer', 'Mark Rffalo'"
8.1,Barry Lyndon,PG,Adventure,184,"""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee'"
8.1,Stalag 17,NOT RATED,Comedy,120,"'William Holden', 'Don Taylor', 'Otto Preminger'"
8.1,Three Colors: Red,R,Drama,99,"'Ir\xe8ne Jacob', 'Jean-Lois Trintignant', 'Fr\xe9d\xe9riqe Feder'"
8.1,X-Men: Days of Future Past,PG-13,Action,131,"'Patrick Stewart', 'Ian McKellen', 'Hgh Jackman'"
8.1,Sleuth,PG,Mystery,138,"'Larence Olivier', 'Michael Caine', 'Alec Cawthorne'"
8.1,In the Mood for Love,PG,Drama,98,"'Tony Chi Wai Leng', 'Maggie Cheng', 'Ping Lam Si'"
8.1,The Man Who Shot Liberty Valance,APPROVED,Drama,123,"'James Stewart', 'John Wayne', 'Vera Miles'"
8.1,Arsenic and Old Lace,NOT RATED,Comedy,118,"'Cary Grant', 'Priscilla Lane', 'Raymond Massey'"
8.1,The Big Sleep,APPROVED,Crime,114,"'Hmphrey Bogart', 'Laren Bacall', 'John Ridgely'"
8.1,Roman Holiday,NOT RATED,Comedy,118,"'Gregory Peck', 'Adrey Hepbrn', 'Eddie Albert'"
8.1,The Philadelphia Story,NOT RATED,Comedy,112,"'Cary Grant', 'Katharine Hepbrn', 'James Stewart'"
8.1,Akira,R,Animation,124,"'Nozom Sasaki', 'Mami Koyama', 'Mitso Iwata'"
8.1,Anatomy of a Murder,UNRATED,Crime,160,"'James Stewart', 'Lee Remick', 'Ben Gazzara'"
8.1,The Cabinet of Dr. Caligari,UNRATED,Crime,67,"'Werner Krass', 'Conrad Veidt', 'Friedrich Feher'"
8.1,The Help,PG-13,Drama,146,"'Emma Stone', 'Viola Davis', 'Octavia Spencer'"
8.1,The Sea Inside,PG-13,Biography,125,"'Javier Bardem', 'Bel\xe9n Reda', 'Lola De\xf1as'"
8.1,Elite Squad,R,Action,115,"'Wagner Mora', 'Andr\xe9 Ramiro', 'Caio Jnqeira'"
8.1,The Hustler,UNRATED,Drama,134,"'Pal Newman', 'Jackie Gleason', 'Piper Larie'"
8.1,Rio Bravo,NOT RATED,Western,141,"'John Wayne', 'Dean Martin', 'Ricky Nelson'"
8.1,Twelve Monkeys,R,Mystery,129,"'Brce Willis', 'Madeleine Stowe', 'Brad Pitt'"
8.1,Harvey,NOT RATED,Comedy,104,"'James Stewart', 'Josephine Hll', 'Peggy Dow'"
8.1,A Christmas Story,PG,Comedy,94,"'Peter Billingsley', 'Melinda Dillon', 'Darren McGavin'"
8.1,Jaws,PG,Drama,124,"'Roy Scheider', 'Robert Shaw', 'Richard Dreyfss'"
8.1,The Raid 2,R,Action,150,"'Iko Uwais', 'Yayan Rhian', 'Arifin Ptra'"
8.1,Rocky,PG,Drama,119,"'Sylvester Stallone', 'Talia Shire', 'Brt Yong'"
8.1,Wings of Desire,PG-13,Drama,128,"'Brno Ganz', 'Solveig Dommartin', 'Otto Sander'"
8.1,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,Adventure,143,"'Johnny Depp', 'Geoffrey Rsh', 'Orlando Bloom'"
8.1,The Killing,APPROVED,Crime,85,"'Sterling Hayden', 'Coleen Gray', 'Vince Edwards'"
8.1,Papillon,R,Biography,151,"'Steve McQeen', 'Dstin Hoffman', 'Victor Jory'"
8.1,The King's Speech,R,Biography,118,"'Colin Firth', 'Geoffrey Rsh', 'Helena Bonham Carter'"
8.1,Groundhog Day,PG,Comedy,101,"'Bill Mrray', 'Andie MacDowell', 'Chris Elliott'"
8.1,A Fistful of Dollars,R,Action,99,"'Clint Eastwood', 'Gian Maria Volont\xe9', 'Marianne Koch'"
8.1,"Monsters, Inc.",G,Animation,92,"'Billy Crystal', 'John Goodman', 'Mary Gibbs'"
8.1,Dog Day Afternoon,R,Crime,125,"'Al Pacino', 'John Cazale', 'Penelope Allen'"
8.1,The Perks of Being a Wallflower,PG-13,Drama,102,"'Logan Lerman', 'Emma Watson', 'Ezra Miller'"
8.1,Young Frankenstein,PG,Comedy,106,"'Gene Wilder', 'Madeline Kahn', 'Marty Feldman'"
8.1,The Terminator,R,Action,107,"'Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn'"
8.1,Harold and Maude,GP,Comedy,91,"'Rth Gordon', 'Bd Cort', 'Vivian Pickles'"
8.1,Before Sunset,R,Drama,80,"'Ethan Hawke', 'Jlie Delpy', 'Vernon Dobtcheff'"
8.1,A Streetcar Named Desire,PG,Drama,122,"'Vivien Leigh', 'Marlon Brando', 'Kim Hnter'"
8.1,Bringing Up Baby,APPROVED,Comedy,102,"'Katharine Hepbrn', 'Cary Grant', 'Charles Rggles'"
8.1,The Diving Bell and the Butterfly,PG-13,Biography,112,"'Mathie Amalric', 'Emmanelle Seigner', 'Marie-Jos\xe9e Croze'"
8.1,His Girl Friday,APPROVED,Comedy,92,"'Cary Grant', 'Rosalind Rssell', 'Ralph Bellamy'"
8.1,Sling Blade,R,Drama,135,"'Billy Bob Thornton', 'Dwight Yoakam', 'J.T. Walsh'"
8.1,All Quiet on the Western Front,UNRATED,Drama,136,"'Lew Ayres', 'Lois Wolheim', 'John Wray'"
8.1,Prisoners,R,Crime,153,"'Hgh Jackman', 'Jake Gyllenhaal', 'Viola Davis'"
8.1,The Return,UNRATED,Drama,105,"'Vladimir Garin', 'Ivan Dobronravov', 'Konstantin Lavronenko'"
8.1,The Manchurian Candidate,APPROVED,Mystery,126,"'Frank Sinatra', 'Larence Harvey', 'Janet Leigh'"
8.1,Duck Soup,PASSED,Comedy,68,"'Grocho Marx', 'Harpo Marx', 'Chico Marx'"
8.1,Beauty and the Beast,G,Animation,84,"""Paige O'Hara"", 'Robby Benson', 'Richard White'"
8.1,The Truman Show,PG,Drama,103,"'Jim Carrey', 'Ed Harris', 'Lara Linney'"
8.1,The Wild Bunch,R,Action,145,"'William Holden', 'Ernest Borgnine', 'Robert Ryan'"
8.0,Rope,PG,Crime,80,"'James Stewart', 'John Dall', 'Farley Granger'"
8.0,The Graduate,APPROVED,Comedy,106,"'Dstin Hoffman', 'Anne Bancroft', 'Katharine Ross'"
8.0,Jurassic Park,PG-13,Adventure,127,"'Sam Neill', 'Lara Dern', 'Jeff Goldblm'"
8.0,Dogville,R,Crime,178,"'Nicole Kidman', 'Pal Bettany', 'Laren Bacall'"
8.0,Furious 7,PG-13,Action,137,"'Vin Diesel', 'Pal Walker', 'Dwayne Johnson'"
8.0,Patton,GP,Biography,172,"'George C. Scott', 'Karl Malden', 'Stephen Yong'"
8.0,The Nightmare Before Christmas,PG,Animation,76,"'Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"""
8.0,Being There,PG,Comedy,130,"'Peter Sellers', 'Shirley MacLaine', 'Melvyn Doglas'"
8.0,Persepolis,PG-13,Animation,96,"'Chiara Mastroianni', 'Catherine Deneve', 'Gena Rowlands'"
8.0,This Is Spinal Tap,R,Comedy,82,"'Rob Reiner', 'Michael McKean', 'Christopher Gest'"
8.0,East of Eden,PG,Drama,115,"'James Dean', 'Raymond Massey', 'Jlie Harris'"
8.0,Pink Floyd The Wall,R,Animation,95,"'Bob Geldof', 'Christine Hargreaves', 'James Larenson'"
8.0,Blood Diamond,R,Adventure,143,"'Leonardo DiCaprio', 'Djimon Honso', 'Jennifer Connelly'"
8.0,Big Fish,PG-13,Adventure,125,"'Ewan McGregor', 'Albert Finney', 'Billy Crdp'"
8.0,Slumdog Millionaire,R,Drama,120,"'Dev Patel', 'Freida Pinto', 'Sarabh Shkla'"
8.0,Star Trek,PG-13,Action,127,"'Chris Pine', 'Zachary Qinto', 'Simon Pegg'"
8.0,The Straight Story,G,Biography,112,"'Richard Farnsworth', 'Sissy Spacek', 'Jane Galloway Heitz'"
8.0,Crimes and Misdemeanors,PG-13,Comedy,104,"'Martin Landa', 'Woody Allen', 'Bill Bernstein'"
8.0,Charade,NOT RATED,Comedy,113,"'Cary Grant', 'Adrey Hepbrn', 'Walter Mattha'"
8.0,JFK,R,Drama,189,"'Kevin Costner', 'Gary Oldman', 'Jack Lemmon'"
8.0,Dawn of the Dead,UNRATED,Horror,127,"'David Emge', 'Ken Foree', 'Scott H. Reiniger'"
8.0,Magnolia,R,Drama,188,"'Tom Crise', 'Jason Robards', 'Jlianne Moore'"
8.0,Manhattan,R,Comedy,96,"'Woody Allen', 'Diane Keaton', 'Mariel Hemingway'"
8.0,Central Station,R,Drama,113,"'Fernanda Montenegro', 'Vin\xedcis de Oliveira', 'Mar\xedlia P\xeara'"
8.0,Brazil,R,Sci-Fi,132,"'Jonathan Pryce', 'Kim Greist', 'Robert De Niro'"
8.0,The Exorcist,R,Horror,122,"'Ellen Brstyn', 'Max von Sydow', 'Linda Blair'"
8.0,Her,R,Drama,126,"'Joaqin Phoenix', 'Amy Adams', 'Scarlett Johansson'"
8.0,Dancer in the Dark,R,Crime,140,"'Bj\xf6rk', 'Catherine Deneve', 'David Morse'"
8.0,Rain Man,R,Drama,133,"'Dstin Hoffman', 'Tom Crise', 'Valeria Golino'"
8.0,Talk to Her,R,Drama,112,"'Rosario Flores', 'Javier C\xe1mara', 'Dar\xedo Grandinetti'"
8.0,The Adventures of Robin Hood,PG,Action,102,"'Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone'"
8.0,"Aguirre, the Wrath of God",NOT RATED,Adventure,93,"'Klas Kinski', 'Ry Gerra', 'Helena Rojo'"
8.0,In the Heat of the Night,APPROVED,Crime,109,"'Sidney Poitier', 'Rod Steiger', 'Warren Oates'"
8.0,Nosferatu,UNRATED,Horror,81,"'Max Schreck', 'Greta Schr\xf6der', 'Rth Landshoff'"
8.0,Black Swan,R,Drama,108,"'Natalie Portman', 'Mila Knis', 'Vincent Cassel'"
8.0,Ratatouille,G,Animation,111,"'Brad Garrett', 'Lo Romano', 'Patton Oswalt'"
8.0,The Searchers,APPROVED,Adventure,119,"'John Wayne', 'Jeffrey Hnter', 'Vera Miles'"
8.0,Short Term 12,R,Drama,96,"'Brie Larson', 'Frantz Trner', 'John Gallagher Jr.'"
8.0,Doctor Zhivago,PG-13,Drama,197,"'Omar Sharif', 'Jlie Christie', 'Geraldine Chaplin'"
8.0,Life of Pi,PG,Adventure,127,"'Sraj Sharma', 'Irrfan Khan', 'Adil Hssain'"
8.0,All the President's Men,R,Drama,138,"'Dstin Hoffman', 'Robert Redford', 'Jack Warden'"
8.0,Battleship Potemkin,UNRATED,History,66,"'Aleksandr Antonov', 'Vladimir Barsky', 'Grigori Aleksandrov'"
8.0,Dances with Wolves,PG-13,Adventure,181,"'Kevin Costner', 'Mary McDonnell', 'Graham Greene'"
8.0,Catch Me If You Can,PG-13,Biography,141,"'Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken'"
8.0,Cinderella Man,PG-13,Biography,144,"'Rssell Crowe', 'Ren\xe9e Zellweger', 'Craig Bierko'"
8.0,Dead Poets Society,PG,Drama,128,"'Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke'"
8.0,Ghost in the Shell,NOT RATED,Animation,83,"'Atsko Tanaka', 'Iemasa Kaymi', 'Akio \xd4tska'"
8.0,Head-On,R,Drama,121,"'Birol \xdcnel', 'Sibel Kekilli', 'G\xfcven Kira\xe7'"
8.0,No Man's Land,R,Drama,98,"'Branko Djric', 'Rene Bitorajac', 'Filip Sovagovic'"
8.0,Dallas Buyers Club,R,Biography,117,"'Matthew McConaghey', 'Jennifer Garner', 'Jared Leto'"
8.0,Days of Heaven,PG,Drama,94,"'Richard Gere', 'Brooke Adams', 'Sam Shepard'"
8.0,The Sound of Music,G,Biography,174,"'Jlie Andrews', 'Christopher Plmmer', 'Eleanor Parker'"
8.0,District 9,R,Action,112,"'Sharlto Copley', 'David James', 'Jason Cope'"
8.0,Shadow of a Doubt,APPROVED,Thriller,108,"'Teresa Wright', 'Joseph Cotten', 'Macdonald Carey'"
8.0,Frankenstein,UNRATED,Horror,70,"'Colin Clive', 'Mae Clarke', 'Boris Karloff'"
8.0,Shaun of the Dead,R,Comedy,99,"'Simon Pegg', 'Nick Frost', 'Kate Ashfield'"
8.0,Night of the Living Dead,UNRATED,Horror,96,"'Dane Jones', ""Jdith O'Dea"", 'Karl Hardman'"
8.0,Kill Bill: Vol. 2,R,Action,137,"'Uma Thrman', 'David Carradine', 'Michael Madsen'"
8.0,Secrets & Lies,R,Drama,136,"'Timothy Spall', 'Brenda Blethyn', 'Phyllis Logan'"
8.0,The Artist,PG-13,Comedy,100,"'Jean Djardin', 'B\xe9r\xe9nice Bejo', 'John Goodman'"
8.0,Aladdin,G,Animation,90,"'Scott Weinger', 'Robin Williams', 'Linda Larkin'"
8.0,The Lady Vanishes,PASSED,Comedy,96,"'Margaret Lockwood', 'Michael Redgrave', 'Pal Lkas'"
8.0,The Hobbit: The Desolation of Smaug,PG-13,Adventure,161,"'Ian McKellen', 'Martin Freeman', 'Richard Armitage'"
8.0,Let the Right One In,R,Drama,115,"'K\xe5re Hedebrant', 'Lina Leandersson', 'Per Ragnar'"
8.0,Fiddler on the Roof,G,Drama,181,"'Topol', 'Norma Crane', 'Leonard Frey'"
8.0,The Hobbit: An Unexpected Journey,PG-13,Adventure,169,"'Martin Freeman', 'Ian McKellen', 'Richard Armitage'"
8.0,Three Colors: Blue,R,Drama,98,"'Jliette Binoche', 'Zbigniew Zamachowski', 'Jlie Delpy'"
8.0,Rosemary's Baby,R,Drama,136,"'Mia Farrow', 'John Cassavetes', 'Rth Gordon'"
8.0,Mystic River,R,Crime,138,"'Sean Penn', 'Tim Robbins', 'Kevin Bacon'"
8.0,Serenity,PG-13,Action,119,"'Nathan Fillion', 'Gina Torres', 'Chiwetel Ejiofor'"
8.0,Amarcord,R,Comedy,123,"'Magali No\xebl', 'Brno Zanin', 'Ppella Maggio'"
8.0,Planet of the Apes,G,Adventure,112,"'Charlton Heston', 'Roddy McDowall', 'Kim Hnter'"
8.0,True Romance,R,Crime,120,"'Christian Slater', 'Patricia Arqette', 'Dennis Hopper'"
8.0,Hannah and Her Sisters,PG-13,Comedy,103,"'Mia Farrow', 'Dianne Wiest', 'Michael Caine'"
8.0,Moon,R,Drama,97,"'Sam Rockwell', 'Kevin Spacey', 'Dominiqe McElligott'"
8.0,Before Midnight,R,Drama,109,"'Ethan Hawke', 'Jlie Delpy', 'Seams Davey-Fitzpatrick'"
8.0,My Name Is Khan,PG-13,Drama,165,"'Shah Rkh Khan', 'Kajol', 'Sheetal Menon'"
8.0,Scent of a Woman,R,Drama,156,"'Al Pacino', ""Chris O'Donnell"", 'James Rebhorn'"
8.0,Mulholland Dr.,R,Drama,147,"'Naomi Watts', 'Lara Harring', 'Jstin Therox'"
8.0,King Kong,UNRATED,Adventure,100,"'Fay Wray', 'Robert Armstrong', 'Brce Cabot'"
8.0,The Fault in Our Stars,PG-13,Drama,126,"'Shailene Woodley', 'Ansel Elgort', 'Nat Wolff'"
8.0,The Incredibles,PG,Animation,115,"'Craig T. Nelson', 'Samel L. Jackson', 'Holly Hnter'"
8.0,Edward Scissorhands,PG-13,Drama,105,"'Johnny Depp', 'Winona Ryder', 'Dianne Wiest'"
8.0,Casino Royale,PG-13,Action,144,"'Daniel Craig', 'Eva Green', 'Jdi Dench'"
8.0,How to Train Your Dragon 2,PG,Animation,102,"'Jay Barchel', 'Cate Blanchett', 'Gerard Btler'"
8.0,In Bruges,R,Comedy,107,"'Colin Farrell', 'Brendan Gleeson', 'Ciar\xe1n Hinds'"
8.0,The Untouchables,R,Crime,119,"'Kevin Costner', 'Sean Connery', 'Robert De Niro'"
8.0,Breathless,UNRATED,Crime,90,"'Jean-Pal Belmondo', 'Jean Seberg', 'Daniel Bolanger'"
8.0,Spartacus,PG-13,Action,197,"'Kirk Doglas', 'Larence Olivier', 'Jean Simmons'"
8.0,The Iron Giant,PG,Animation,86,"'Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston'"
8.0,Midnight Cowboy,X,Drama,113,"'Dstin Hoffman', 'Jon Voight', 'Sylvia Miles'"
8.0,The Blues Brothers,R,Action,133,"'John Belshi', 'Dan Aykroyd', 'Cab Calloway'"
8.0,Freaks,UNRATED,Drama,64,"'Wallace Ford', 'Leila Hyams', 'Olga Baclanova'"
8.0,Letters from Iwo Jima,R,Drama,141,"'Ken Watanabe', 'Kaznari Ninomiya', 'Tsyoshi Ihara'"
8.0,Edge of Tomorrow,PG-13,Action,113,"'Tom Crise', 'Emily Blnt', 'Bill Paxton'"
8.0,Glory,R,Drama,122,"'Matthew Broderick', 'Denzel Washington', 'Cary Elwes'"
8.0,The African Queen,PG,Adventure,105,"'Hmphrey Bogart', 'Katharine Hepbrn', 'Robert Morley'"
7.9,Birdman: Or (The Unexpected Virtue of Ignorance),R,Comedy,119,"'Michael Keaton', 'Zach Galifianakis', 'Edward Norton'"
7.9,Big Hero 6,PG,Animation,102,"'Ryan Potter', 'Scott Adsit', 'Jamie Chng'"
7.9,Almost Famous,R,Drama,122,"'Billy Crdp', 'Patrick Fgit', 'Kate Hdson'"
7.9,The Notebook,PG-13,Drama,123,"'Gena Rowlands', 'James Garner', 'Rachel McAdams'"
7.9,The Conversation,PG,Drama,113,"'Gene Hackman', 'John Cazale', 'Allen Garfield'"
7.9,The Breakfast Club,R,Comedy,97,"'Emilio Estevez', 'Jdd Nelson', 'Molly Ringwald'"
7.9,The Pursuit of Happyness,PG-13,Biography,117,"'Will Smith', 'Thandie Newton', 'Jaden Smith'"
7.9,The Killer,R,Action,111,"'Yn-Fat Chow', 'Danny Lee', 'Sally Yeh'"
7.9,Once,R,Drama,85,"'Glen Hansard', 'Mark\xe9ta Irglov\xe1', 'Hgh Walsh'"
7.9,Ying xiong,PG-13,Action,99,"'Jet Li', 'Tony Chi Wai Leng', 'Maggie Cheng'"
7.9,The Remains of the Day,PG,Drama,134,"'Anthony Hopkins', 'Emma Thompson', 'John Haycraft'"
7.9,The Bride of Frankenstein,NOT RATED,Horror,75,"'Boris Karloff', 'Elsa Lanchester', 'Colin Clive'"
7.9,The Wrestler,R,Drama,109,"'Mickey Rorke', 'Marisa Tomei', 'Evan Rachel Wood'"
7.9,Nightcrawler,R,Crime,117,"'Jake Gyllenhaal', 'Rene Rsso', 'Bill Paxton'"
7.9,Gravity,PG-13,Sci-Fi,91,"'Sandra Bllock', 'George Clooney', 'Ed Harris'"
7.9,Hard Boiled,R,Action,128,"'Yn-Fat Chow', 'Tony Chi Wai Leng', 'Teresa Mo'"
7.9,Bonnie and Clyde,APPROVED,Biography,111,"'Warren Beatty', 'Faye Dnaway', 'Michael J. Pollard'"
7.9,The Bourne Identity,PG-13,Action,119,"'Franka Potente', 'Matt Damon', 'Chris Cooper'"
7.9,Key Largo,UNRATED,Crime,100,"'Hmphrey Bogart', 'Edward G. Robinson', 'Laren Bacall'"
7.9,Nine Queens,R,Crime,114,"'Ricardo Dar\xedn', 'Gast\xf3n Pals', 'Leticia Br\xe9dice'"
7.9,Toy Story 2,G,Animation,92,"'Tom Hanks', 'Tim Allen', 'Joan Csack'"
7.9,The Killing Fields,R,Drama,141,"'Sam Waterston', 'Haing S. Ngor', 'John Malkovich'"
7.9,All About My Mother,R,Drama,101,"'Cecilia Roth', 'Marisa Paredes', 'Candela Pe\xf1a'"
7.9,Cowboy Bebop: The Movie,R,Animation,115,"'Bea Billingslea', 'Melissa Fahn', 'Nicholas Gest'"
7.9,Ed Wood,R,Biography,127,"'Johnny Depp', 'Martin Landa', 'Sarah Jessica Parker'"
7.9,Stagecoach,NOT RATED,Adventure,96,"'John Wayne', 'Claire Trevor', 'Andy Devine'"
7.9,The Man Who Would Be King,PG,Action,129,"'Sean Connery', 'Michael Caine', 'Christopher Plmmer'"
7.9,The Outlaw Josey Wales,PG,Western,135,"'Clint Eastwood', 'Sondra Locke', 'Chief Dan George'"
7.9,Children of Men,R,Drama,109,"'Jlianne Moore', 'Clive Owen', 'Chiwetel Ejiofor'"
7.9,The Insider,R,Biography,157,"'Rssell Crowe', 'Al Pacino', 'Christopher Plmmer'"
7.9,The Right Stuff,R,Adventure,193,"'Sam Shepard', 'Scott Glenn', 'Ed Harris'"
7.9,Badlands,PG,Crime,94,"'Martin Sheen', 'Sissy Spacek', 'Warren Oates'"
7.9,A Prophet,R,Crime,155,"'Tahar Rahim', 'Niels Arestrp', 'Adel Bencherif'"
7.9,"4 Months, 3 Weeks and 2 Days",NOT RATED,Drama,113,"'Anamaria Marinca', 'Vlad Ivanov', 'Lara Vasili'"
7.9,Le passe,PG-13,Drama,130,"'B\xe9r\xe9nice Bejo', 'Tahar Rahim', 'Ali Mosaffa'"
7.9,The Fall,R,Adventure,117,"'Lee Pace', 'Catinca Untar', 'Jstine Waddell'"
7.9,Breaking the Waves,R,Drama,159,"'Emily Watson', 'Stellan Skarsg\xe5rd', 'Katrin Cartlidge'"
7.9,Mr. Nobody,R,Drama,141,"'Jared Leto', 'Sarah Polley', 'Diane Krger'"
7.9,Crash,R,Drama,112,"'Don Cheadle', 'Sandra Bllock', 'Thandie Newton'"
7.9,Avatar,PG-13,Action,162,"'Sam Worthington', 'Zoe Saldana', 'Sigorney Weaver'"
7.9,Iron Man,PG-13,Action,126,"'Robert Downey Jr.', 'Gwyneth Paltrow', 'Terrence Howard'"
7.9,Do the Right Thing,R,Comedy,120,"'Danny Aiello', 'Ossie Davis', 'Rby Dee'"
7.9,Carlito's Way,R,Crime,144,"'Al Pacino', 'Sean Penn', 'Penelope Ann Miller'"
7.9,"Crouching Tiger, Hidden Dragon",PG-13,Action,120,"'Yn-Fat Chow', 'Michelle Yeoh', 'Ziyi Zhang'"
7.9,Lilya 4-Ever,R,Crime,109,"'Oksana Akinshina', 'Artyom Bogcharskiy', 'Pavel Ponomaryov'"
7.9,The Chorus,PG-13,Drama,97,"'G\xe9rard Jgnot', 'Fran\xe7ois Berl\xe9and', 'Jean-Baptiste Manier'"
7.9,The Boondock Saints,R,Action,108,"'Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reeds'"
7.9,Miller's Crossing,R,Crime,115,"'Gabriel Byrne', 'Albert Finney', 'John Trtrro'"
7.9,Walk the Line,PG-13,Biography,136,"'Joaqin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin'"
7.9,Shrek,PG,Animation,90,"'Mike Myers', 'Eddie Mrphy', 'Cameron Diaz'"
7.9,My Fair Lady,APPROVED,Drama,170,"'Adrey Hepbrn', 'Rex Harrison', 'Stanley Holloway'"
7.9,The Ten Commandments,APPROVED,Adventure,220,"'Charlton Heston', 'Yl Brynner', 'Anne Baxter'"
7.9,The Fighter,R,Biography,116,"'Mark Wahlberg', 'Christian Bale', 'Amy Adams'"
7.9,Captain Phillips,PG-13,Biography,134,"'Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman'"
7.9,Cabaret,PG,Drama,124,"'Liza Minnelli', 'Michael York', 'Helmt Griem'"
7.9,Halloween,R,Drama,91,"'Donald Pleasence', 'Jamie Lee Crtis', 'Tony Moran'"
7.9,My Left Foot,R,Biography,103,"'Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan'"
7.9,Miracle on 34th Street,APPROVED,Comedy,96,"'Edmnd Gwenn', ""Mareen O'Hara"", 'John Payne'"
7.9,The Man from Nowhere,R,Action,119,"'Bin Won', 'Sae-ron Kim', 'Tae-hoon Kim'"
7.9,Toki o kakeru shojo,NOT RATED,Animation,98,"'Riisa Naka', 'Takya Ishida', 'Mitstaka Itakra'"
7.9,Little Miss Sunshine,R,Adventure,101,"'Steve Carell', 'Toni Collette', 'Greg Kinnear'"
7.9,Taken,PG-13,Action,93,"'Liam Neeson', 'Maggie Grace', 'Famke Janssen'"
7.9,Blue Is the Warmest Color,NC-17,Drama,179,"'L\xe9a Seydox', 'Ad\xe8le Exarchopolos', 'Salim Kechioche'"
7.9,Boogie Nights,R,Drama,155,"'Mark Wahlberg', 'Jlianne Moore', 'Brt Reynolds'"
7.9,Hot Fuzz,R,Comedy,121,"'Simon Pegg', 'Nick Frost', 'Martin Freeman'"
7.9,Ferris Bueller's Day Off,PG-13,Comedy,103,"'Matthew Broderick', 'Alan Rck', 'Mia Sara'"
7.9,The World's Fastest Indian,PG-13,Biography,127,"'Anthony Hopkins', 'Diane Ladd', 'Iain Rea'"
7.9,Kiki's Delivery Service,G,Animation,103,"'Kirsten Dnst', 'Minami Takayama', 'Rei Sakma'"
7.9,Down by Law,R,Comedy,107,"'Tom Waits', 'John Lrie', 'Roberto Benigni'"
7.9,Glengarry Glen Ross,R,Drama,100,"'Al Pacino', 'Jack Lemmon', 'Alec Baldwin'"
7.9,Clerks,R,Comedy,92,"""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti'"
7.9,Adam's Apples,R,Comedy,94,"'Ulrich Thomsen', 'Mads Mikkelsen', 'Nicolas Bro'"
7.9,The Girl with the Dragon Tattoo,R,Crime,158,"'Daniel Craig', 'Rooney Mara', 'Christopher Plmmer'"
7.9,The 39 Steps,UNRATED,Mystery,86,"'Robert Donat', 'Madeleine Carroll', 'Lcie Mannheim'"
7.9,E.T. the Extra-Terrestrial,PG,Family,115,"'Henry Thomas', 'Drew Barrymore', 'Peter Coyote'"
7.8,Tombstone,R,Action,130,"'Krt Rssell', 'Val Kilmer', 'Sam Elliott'"
7.8,Predator,R,Action,107,"'Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall'"
7.8,Tangled,PG,Animation,100,"'Mandy Moore', 'Zachary Levi', 'Donna Mrphy'"
7.8,Guess Who's Coming to Dinner,UNRATED,Comedy,108,"'Spencer Tracy', 'Sidney Poitier', 'Katharine Hepbrn'"
7.8,Ordinary People,R,Drama,124,"'Donald Stherland', 'Mary Tyler Moore', 'Jdd Hirsch'"
7.8,The Best Offer,R,Crime,131,"'Geoffrey Rsh', 'Jim Strgess', 'Sylvia Hoeks'"
7.8,Silver Linings Playbook,R,Comedy,122,"'Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro'"
7.8,Hamlet,PG-13,Drama,242,"'Kenneth Branagh', 'Jlie Christie', 'Derek Jacobi'"
7.8,Amour,PG-13,Drama,127,"'Jean-Lois Trintignant', 'Emmanelle Riva', 'Isabelle Hppert'"
7.8,I Saw the Devil,NOT RATED,Crime,141,"'Byng-hn Lee', 'Min-sik Choi', 'In-seo Kim'"
7.8,The Motorcycle Diaries,R,Adventure,126,"'Gael Garc\xeda Bernal', 'Rodrigo De la Serna', 'M\xeda Maestro'"
7.8,Office Space,R,Comedy,89,"'Ron Livingston', 'Jennifer Aniston', 'David Herman'"
7.8,Evil,NOT RATED,Drama,113,"'Andreas Wilson', 'Henrik Lndstr\xf6m', 'Gstaf Skarsg\xe5rd'"
7.8,The Girl with the Dragon Tattoo,R,Crime,152,"'Michael Nyqvist', 'Noomi Rapace', 'Ewa Fr\xf6ling'"
7.8,Withnail & I,R,Comedy,107,"'Richard E. Grant', 'Pal McGann', 'Richard Griffiths'"
7.8,The Day the Earth Stood Still,APPROVED,Sci-Fi,92,"'Michael Rennie', 'Patricia Neal', 'Hgh Marlowe'"
7.8,Black Book,R,Drama,145,"'Carice van Hoten', 'Sebastian Koch', 'Thom Hoffman'"
7.8,Evil Dead II,X,Comedy,84,"'Brce Campbell', 'Sarah Berry', 'Dan Hicks'"
